OSM_ID,NAME
155729451,Ивовая улица
106291450,Ивовый переулок
38535015,Игрушечный переулок
93732668,Ижорская аллея
4590716,Ижорская улица
86328436,Ижорский бульвар
147249446,Изборская улица
218503506,Измайловский мост
181344170,Измайловский проспект
172266351,Иликовская дорога
120047246,Иликовская першпектива
205238011,Иликовский проспект
35564469,Ильинская слобода
108636417,Ильинский переулок
172799777,Ильмянинова улица
178945071,Индустриальный мост
31402405,Индустриальный проспект
93220617,Инженерная улица
32435091,Иностранный переулок
63204035,Институтская улица
151322113,Институтский переулок
176356948,Институтский проспект
66516742,Инструментальная линия
114945919,Инструментальная улица
58530605,Интернациональная улица
30278796,Иоанновский мост
34922535,Иоанновский переулок
103268155,Ионинская улица
182611186,Ипподромный мост
172367903,Ириновский мост
172367901,Ириновский проспект
31375139,Иркутская улица
147284252,Исаакиевская площадь
19848833,Искровский проспект
170333756,Исполкомская улица
31375652,Итальянская улица
30528042,Итальянский мост
33174458,Кабаловская улица
31375582,Кавалергардская улица
264561249,Кавалерийская улица
103268163,Кавалерская улица
171861108,Кавголовская дорожка
202580383,КАД
118074297,Кадетская дорожка
135109398,Кадетская и 1-я линии В.О.
172378748,Кадетская линия В.О.
124751723,Кадетский бульвар
32847610,Кадетский переулок
4462441,Казанская площадь
145320632,Казанская улица
181173664,Казанский мост
28757261,Казарменный переулок
27755513,Казачий мост
31402021,Казначейская улица
51955327,Калининская улица
4454291,Калинкин переулок
106291455,Калиновая улица
23141147,Калужский переулок
146916900,Калязинская улица
202801938,Каменная
121267706,Каменная дорожка
99302049,Каменногорская улица
156494599,Каменноостровский мост
156494606,Каменноостровский проспект
245587197,Каменный мост
172773751,Каменный проспект
4456823,Камская улица
226544090,Камчатская улица
31396681,Камышинская улица
172796178,Камышинский мост
88777093,Камышовая улица
123573924,Канавная дорожка
31396416,Канареечная улица
103272897,Канатный переулок
179415218,Канонерская улица
23037042,Канонерский тоннель
96408053,Кантемировская улица
157365375,Кантемировский мост
4459474,Капитанская улица
177500570,Капсюльное шоссе
173416714,Капсюльный мост
179270098,Караваевская улица
24620833,Караваевский переулок
207305722,Караванная улица
144376167,Карельский мост
144376168,Карельский переулок
183932878,Каретный мост
123342724,Карпатская улица
287909721,Карповский мост
155148396,Карповский переулок
31365600,Карташихина улица
205782569,Карьерная улица
104490363,Карьерный переулок
107095565,Карьерный проезд
162566020,Касимовская улица
159265373,Касимовский мост
147948694,Каталинская
98723809,Катлинская дорога
123573925,Католическая дорожка
84484759,Каугиевская улица
174970500,Каупиловская улица
147759063,Кашин мост
63204086,Квартальная улица
63204066,Квартальный переулок
123573929,Квистова дорожка
125792173,Кедринская улица
155149666,Кедровая улица
182648630,Кемеровская улица
172788806,Кемская улица
27553836,Кемский переулок
33112682,Керченский переулок
118074299,Киевская дорожка
125338291,Киевская улица
125772796,Киевское шоссе
281580354,Кингисеппское шоссе
96450678,Кирасирская улица
31368694,Кирилловская улица
31386104,Киришская улица
170116943,Кировская площадь
107095563,Кировская улица
55371194,Кирочная улица
71187027,Кирпичная дорога
61799656,Кирпичная улица
104490367,Кирпичный переулок
53017672,Китайский мост
35560934,Кленовая аллея
127169454,Кленовая улица
4461345,Климов переулок
173019070,Клиническая дорожка
34907100,Клиническая улица
31365273,Клинский проспект
63204511,Клочков мост
50084363,Клочков переулок
228948377,Клубная площадь
4455439,Клубная улица
35972924,Клубный переулок
76560855,Ключевая улица
216942514,Ключевой проспект
59508306,Князевская улица
86328430,Кобонская улица
86328445,Кобринская улица
31401257,Ковалёвская улица
122652168,Ковенский переулок
4454390,Кожевенная линия
31402695,Козловский переулок
129145503,Кокколевская улица
147550152,Кокушкин мост
147550153,Кокушкин переулок
131228569,Коллективная улица
28165463,Колобановская улица
35445155,Колодезная улица
147948696,Колокольная
31396430,Колокольная улица
96479977,Колокольный переулок
4457204,Коломенская улица
201272493,Коломенский мост
31376146,Коломяжский проспект
162934081,Коломяжский путепровод
179164092,Колпинская улица
179164097,Колпинский переулок
45591889,Колпинское шоссе
178944840,Колтушский мост
116064813,Колхозная улица
102675979,Колхозный переулок
106982939,Кольская улица
145643711,Кольцевая дорога
52410614,Кольцевая улица
104475256,Кольцевой переулок
174878870,Комарова улица
286701209,Комаровский мост
31365661,Комендантская площадь
173481151,Комендантская улица
33411027,Комендантский проспект
206899332,Коммунистическая улица
286222279,Комсомольскач улица
175654175,Комсомольская площадь
54650360,Комсомольская улица
108636363,Комсомольский переулок
103990401,Кондакопшино 3-й проезд
124929725,Кондратьевская дорожка
172581528,Кондратьевский проспект
72300417,Конная дорога
120026767,Конная дорожка
96599186,Конная улица
235504980,Конногвардейский бульвар
235088141,Конногвардейский переулок
51753092,Конно-Гренадерская улица
178941077,Коннолахтинская дорога
219286059,Коннолахтинский проспект
172894693,Конный переулок
172113711,Константиновская улица
230310635,Константиновский переулок
242721246,Константиновский проспект
173800362,Конторская дорожка
170827640,Конторская улица
145804237,Конюшенная площадь
31374893,Конюшенная улица
31396222,Конюшенный переулок
175519241,Кооперативная улица
195516907,Корабельная улица
172807613,Корабельный мост
37633974,Кордонная улица
117958433,Корженевская улица
162991561,Короткая улица
172613527,Корпусная улица
223445495,Корпусной проезд
137818950,Косая аллея
105146398,Косая дорожка
31370660,Косая линия
83536151,Косой переулок
179414754,Костромская улица
97317189,Костромской проспект
175631966,Кочетовская дорожка
83536138,Крайняя дорога
77685749,Крайняя улица
172493090,Крапивный переулок
152432627,Красивая улица
117351268,Красная аллея
74975073,Красная улица
284168773,Красноармейская улица
141508556,Красноармейский мост
43136959,Красноармейский переулок
86328443,Красноборская улица
190456557,Красноборский переулок
242442740,Красногвардейская площадь
23273993,Красногвардейская улица
44957859,Красногвардейский мост
92320896,Красногвардейский переулок
202556728,Красногородская улица
67385769,Красноградский переулок
187333141,Краснодолинная аллея
189654535,Краснодонская улица
82141754,Краснокутская улица
23591676,Краснооктябрьский мост
55291563,Краснопрудская улица
26315412,Краснопрудский переулок
153343144,Краснопутиловская улица
23273511,Красносельская улица
138282747,Красносельское шоссе
60073539,Краснофлотская улица
134534249,Краснофлотский мост
82141703,Краснофлотский переулок
226241512,Краснофлотское шоссе
31378885,Красноярская улица
218475444,Красный мост
106291492,Красный переулок
199624478,Кременчугская улица
228603321,Крепостной переулок
95409383,Крестовский проспект
34961795,Крестовый мост
175055497,Крестьянский переулок
104480258,Кривая улица
228883289,Кривоносовская улица
106291444,Кривоносовский переулок
4459676,Кричевский переулок
173528735,Кронверкская набережная
234327031,Кронверкская улица
135205858,Кронверкский мост
172673246,Кронверкский проспект
160829690,Кронштадская улица
160387938,Кронштадтская площадь
40167667,Кронштадтская улица
146182428,Кронштадтская Южная дорога
33173183,Кронштадтское шоссе
172113716,Кропоткинская улица
28500160,Круглая улица
172299699,Круглый переулок
147948648,Круговая
131242656,Круговая аллея
125827438,Круговая линия
127169455,Круговая улица
95110924,Крутая улица
83689329,Крюкова улица
138281166,Ксеньевская улица
146916915,Кубанская улица
172435306,Кубанский переулок
200443962,Кубинская улица
186171707,Кудринский переулок
31370101,Кудровский проезд
31367305,Кузнецовская улица
105060635,Кузнецовский переулок
173977251,Кузнечная улица
28500419,Кузнечный переулок
67919590,Кузьминский переулок
31396105,Кузьминское шоссе
106291480,Купальная улица
169777902,Купальный переулок
123259911,Купчинская улица
176280750,Куракина улица
31371313,Курляндская улица
41110757,Курортная улица
172592203,Курская улица
66683420,Курятная линия
38531975,Кустарный переулок
183892198,Кушелевская дорога
25453161,Кушелевский путепровод
138406354,Лабораторная дорожка
31399036,Лабораторная улица
31388938,Лабораторный проспект
136385762,Лавровский переулок
4455617,Лаврский проезд
123330234,Лагерная улица
217079867,Лагерное шоссе
49858118,Лагерный переулок
124929731,Ладожская дорожка
78518206,Лазаревский мост
58755798,Лазаревский переулок
189783940,Лазаретный переулок
189447250,Лазурная улица
86328434,Лангеловская улица
123501057,Ланделинская дорожка
106291474,Ландышевая улица
10225306,Ланская улица
204383136,Ланское шоссе
159096123,Ланской мост
40523280,Лапинский проспект
148198556,Лахтинская улица
31368266,Лахтинский проспект
103207679,Лебединая улица
159079316,Лебяжья аллея
268529718,Левашовский проспект
206259103,Левашовское шоссе
31402061,Ленинградская улица
222183949,Ленинградское шоссе
253078333,Ленинский проспект
31370633,Ленская улица
165141545,Ленсоветовская дорога
52531375,Леонтьевская улица
122475073,Лермонтовская улица
31404088,Лермонтовский переулок
113319175,Лермонтовский проспект
173019072,Лесная дорожка
123171217,Лесная линия
127058817,Лесная улица
103990416,Лесновская улица
127428491,Леснозаводская улица
108636279,Лесной переулок
37642024,Лесной проспект
31399341,Лесопарковая улица
66665451,Лесопильный мост
93773930,Лётная улица
36359234,Летняя аллея
119311726,Летняя улица
220688060,Лештуков мост
100732242,Либавский переулок
169702293,Лиговская улица
172346024,Лиговский переулок
139943446,Лиговский проспект
219374358,Лиговский путепровод
128723157,Лидинская улица
31380272,Линдуловская дорога
125919914,Линейная улица
55364844,Линейный переулок
83123304,Линновский мост
31401011,Липецкая аллея
35560924,Липовая аллея
106291476,Липовая улица
279258076,Лисичанская улица
173190807,Лиственная аллея
106291484,Лиственная улица
106291504,Лиственный переулок
38535016,Литейная набережная
55514792,Литейная улица
236313543,Литейный мост
31372270,Литейный проспект
172494432,Литовская улица
229810102,Лифляндская улица
51955333,Лихардовская улица
4414975,Лицейский переулок
172493087,Ловизский переулок
31395664,Лодейнопольская улица
159046621,Ломаная аллея
106291489,Ломаная улица
102861838,Ломовская улица
85988172,Лосиная улица
124674959,Лоцманская улица
147948616,Луговая дорога
49858113,Луговая улица
264333581,Луговой переулок
173259475,Лужская дорожка
31375490,Лужская улица
172113722,Луизинская улица
82216737,Лунная дорожка
300266485,Лунная улица
35104668,Лупповский мост
215306493,Лыжная трасса Парголово
35445331,Лыжный переулок
147543388,Львиный мост
147543389,Львиный переулок
23976957,Львовская улица
179451724,Любанский переулок
96599182,Любимая улица
4455260,Люблинский переулок
298599481,Люботинский проспект
159367212,Ляминский переулок
64221126,Магазейная улица
38564308,Магазинная улица
33224923,Магдалинский переулок
151437594,Магистраль №1
119019631,Магистраль № 7
4462646,Магнитогорская улица
172568416,Майков переулок
162887192,Майская улица
300266490,Майский переулок
32675949,Макаровская улица
31971131,Макаровский мост
31367540,Макулатурный проезд
135234804,Малая аллея
123259915,Малая Балканская улица
18676978,Малая Бухарестская улица
136200251,Малая Горская улица
172613531,Малая Гребецкая улица
203744727,Малая Десятинная улица
31367387,Малая Зеленина улица
31365013,Малая Канонерская улица
199701036,Малая Карпатская улица
236296047,Малая Каштановая аллея
72515654,Малая Конюшенная улица
31400682,Малая Ленинградская улица
31378741,Малая Митрофаньевская улица
241114896,Малая Монетная улица
148617408,Малая Морская улица
172347955,Малая Московская улица
4457650,Малая Объездная улица
35568102,Малая Озёрная улица
4459758,Малая Подьяческая улица
4461861,Малая Посадская улица
172904348,Малая Пушкарская улица
130009645,Малая Разночинная улица
93773840,Малая Садовая улица
125095494,Малая улица
35571354,Малая Яблоновка
32606235,Малинная улица
173484553,Малиновая улица
98725047,Малиновская улица
31376754,Малодетскосельский проспект
172284437,Мало-Калинкин мост
126175510,Мало-Конюшенный мост
10372499,Мало-Крестовский мост
31371112,Малоохтинская набережная
24300179,Малоохтинский мост
118512701,Малоохтинский проспект
178870645,Мало-Петровский мост
35105711,Малый Ильинский мост
30975759,Малый Казачий переулок
82315485,Малый переулок
31379855,Малый проспект В.О.
174998655,Малый проспект П.С.
80500033,Малый Сампсониевский проспект
4458843,Манежная площадь
31370500,Манежная улица
23961156,Манежный переулок
121863897,Манежный спуск
79690550,Манчестерская улица
152191889,Мариинская аллея
48488319,Мариинская улица
66683385,Мариинский проезд
31398699,Мариинский проспект
31368774,Марлинская аллея
4457364,Марсово Поле
184902130,Мартыновская улица
82306444,Марьинская улица
103272950,Марьинский проезд
173076793,Масляный канал
54968983,Масляный мост
174878836,Масляный переулок
265922529,Мастеровой переулок
135234230,Мастерская улица
134518871,Матвеев мост
234327032,Матвеевский переулок
227106477,Матисов мост
172285664,Матисов переулок
155319209,Матросская улица
161134034,Мгинская улица
35601008,Мгинский переулок
198568144,Мебельная улица
178997701,Мебельный проезд
88287021,Медвежий переулок
123573934,Межевая дорожка
106291451,Межевая улица
269927462,Межевой канал
86203458,Межевой переулок
224310419,Межозёрная улица
96455993,Мезенская улица
4456988,Мелитопольский переулок
52410610,Мельничная улица
172368868,Мельничный переулок
60863895,Менделеевская линия
117035421,Менделеевская улица
4458858,Меншиковский проспект
25227453,Механическая улица
124929732,Мечниковская дорожка
243384462,Миллионная улица
158544004,Минеральная улица
28532248,Минская улица
154190769,Минский переулок
31366560,Миргородская улица
222183875,Мирная улица
179396645,Миронова улица
33057340,Митавский переулок
33913800,Митрофаньевский мост
132387346,Митрофаньевский путепровод
150768727,Митрофаньевский тупик
31398639,Митрофаньевское шоссе
182736797,Михайловская дорога
55271397,Михайловская улица
31395966,Михайловский переулок
66516769,Михайловский проезд
130052507,Мичманская улица
126276259,Мичуринская улица
86328426,Мишкинская улица
141926225,Могилёвский мост
223634455,Можайская улица
182611189,Можайский мост
89568213,Мокколовская улица
229532792,Молвинский мост
72525336,Молодёжная улица
4456041,Молодёжное шоссе
288954663,Молодёжный мост
172568417,Молодёжный переулок
136385763,Молодцовская улица
193647851,Молотовская дорожка
104380069,Монастырская улица
25747704,Монастырский мост
4590718,Мончегорская улица
30695628,Моравский переулок
55514784,Мореходная улица
117886310,Морозовская улица
31400784,Морская аллея
8146456,Морская набережная
106291458,Морская улица
138281168,Морской переулок
135970679,Морской проспект
146786257,Москательная линия
172302535,Москательный переулок
118074294,Московская дорожка
60946989,Московская площадь
23273743,Московская улица
172713349,Московский переулок
143558786,Московский проспект
31398727,Московское шоссе
143874150,мост Александра Невского
11980122,мост Белинского
292262721,мост Бурцева
72064242,мост Ветеранов
135232124,мост Декабристов
135381249,мост Дыбенко
83054734,мост Кентавров
172350565,мост Коллонтай
126512508,мост Кораблестроителей
5133174,мост Красного Курсанта
296039229,мост Круштейна №1
122236935,мост Круштейна № 2
171231163,мост Ломоносова
237436098,мост Народного Ополчения
25747702,мост Обуховской Обороны
106291496,Мостовая улица
121499104,мост Партизана Германа
102964923,Мост-плотина
184990839,мост Подвойского
67558640,мост Руинный
23591680,мост Степана Разина
170818596,мост Шаумяна
193086962,мост Энергетиков
28532445,Моховая улица
204422245,Мошков переулок
126564605,Мраморный мост
101085484,Мраморный переулок
123377125,Музыкальная улица
172613534,Музыкантский переулок
206827474,Мурзинская улица
124283880,Муринская дорога
153371887,Муринский тоннель
53795932,Мурманское шоссе
28161253,Мучной мост
172302536,Мучной переулок
172396378,Мытнинская набережная
160338249,Мытнинская улица
31373978,Мытнинский переулок
35398821,Мышкинская улица
31378027,Мясная улица
172613314,набережная Адмирала Лазарева
299690764,набережная Адмиралтейского канала
186404977,набережная Бумажного канала
243332901,набережная Зимней канавки
246719713,набережная канала Грибоедова
195016779,набережная Комсомольского канала
146582130,набережная Крюкова канала
237297827,набережная Кутузова
4454562,набережная Лебяжьей канавки
172383744,набережная Лейтенанта Шмидта
174930616,набережная Макарова
158360704,набережная Мартынова
242533736,набережная Матисова Канала
178878508,набережная Ново-Адмиралтейского канала
139189446,набережная Обводного канала
45444885,набережная Ольгина пруда
67405653,набережная реки Большой Невки
228409615,набережная реки Волковки
119176972,набережная реки Екатерингофки
161785085,набережная реки Каменки
278820688,набережная реки Карповки
10372693,набережная реки Крестовки
31397379,набережная реки Малой Невки
178877637,набережная реки Мойки
72666253,набережная реки Монастырки
68013611,набережная реки Оккервиль
229878678,набережная реки Пряжки
38540883,набережная реки Сестры
31386964,набережная реки Смоленки
229378582,набережная реки Средней Невки
172188512,набережная реки Фонтанки
237299985,набережная Робеспьера
223708279,набережная Сидоровского канала
51798416,набережная Строителей
264333580,Набережная улица
86641316,набережная Чёрной речки
125910275,Нагорная дорога
104480252,Нагорная улица
125682605,Надгорная улица
126303606,Надземный пешеходный переход
68678469,Наличная улица
172481600,Наличный мост
148247020,Нарвская улица
61806544,Нарвский переулок
266888514,Нарвский проспект
172113728,Народная улица
138282748,Народный переулок
184080426,Невельская улица
159079285,Невская аллея
63083113,Невская дорожка
63204063,Невская улица
63204057,Невский переулок
145013001,Невский проспект
157077411,Невский путепровод
242347855,Невьянская улица
33995408,Нежинская улица
31395679,Нейшлотский переулок
32731042,Неманский переулок
37629369,Нерчинская улица
20484331,Нефтяная дорога
80243463,Нижне-Каменская улица
31741828,Нижний Лебяжий мост
69489631,Нижний переулок
202801939,Нижняя
51792547,Нижняя дорога
38480389,Нижняя Ижорская улица
36773689,Нижняя Полевая улица
86043909,Нижняя улица
38531978,Никитинская улица
104375193,Никитинский мост
189650727,Никитинский переулок
124199618,Николаевская дорожка
52468860,Николаевская улица
181989773,Николаевский проезд
169352531,Николаевский проспект
31395472,Никольская площадь
237417893,Никольская улица
27690381,Никольский мост
58530607,Никольский переулок
138648163,Нобельский переулок
108636334,Новаторская улица
147948677,Новая
117351269,Новая дорога
171861112,Новая дорожка
106291466,Новая улица
120715344,Новгородская дорожка
286064953,Новгородская улица
78462432,Новгородский проспект
155948694,Новоалександровская улица
23051055,Ново-Александровская улица
54858344,Ново-Андреевский мост
148000525,Новобаболовская дорога
273003855,Новобелицкая улица
252270521,Нововестинская улица
123587935,Ново-Волковский мост
51797766,Ново-Гагаринская улица
172113738,Новогорская улица
127169456,Новодеревенская улица
31368346,Новое шоссе
174673458,Ново-Железнодорожная улица
172113739,Новожиловский проезд
31398972,Новоизмайловский проспект
23591678,Ново-Калинкин мост
11409680,Ново-Каменный мост
23653072,Ново-Кирпичный мост
253581182,Новоколомяжский проспект
145804252,Ново-Конюшенный мост
172613315,Новоладожская улица
31387327,Новолитовская улица
36776932,Новомалиновская дорога
139904181,Ново-Московский мост
60175658,Ново-Нарвский переулок
105197587,Ново-Нарвское шоссе
135710797,Ново-Никитинская улица
172291865,Ново-Никольский мост
110537170,Новоовсянниковская улица
128238177,Новоорловская улица
23591675,Ново-Петергофский мост
60066424,Новопроложенная улица
4458881,Новороссийская улица
172365707,Новорощинская улица
159348603,Ново-Рыбинская улица
115950331,Ново-Садовая улица
80243472,Новосельковская улица
4459908,Новосибирская улица
30995914,Новосильвийский мост
22969650,Новосильцевский переулок
172663527,Новосмоленская набережная
36434641,Новоутиная улица
161690554,Новоцентральная улица
180072287,Новочеркасский проспект
72064243,Новый мост
82141987,Новый переулок
82865671,Норильская улица
229810117,Оборонная улица
173294996,Образцовая улица
137047559,Обуховская площадь
137047563,Обуховский мост
46896179,Обуховский путепровод
208870468,Общественная улица
36054844,Общественный переулок
178464600,Объездное шоссе
175591103,Объездной мост
67919589,Овражий переулок
28500139,Овражная улица
155729452,Овражный переулок
96739351,Огородная улица
109425478,Огородный переулок
31374516,Одесская улица
172113754,Озерковая улица
85988181,Озерковская улица
124076723,Озерковский проспект
176992246,Озёрная набережная
175164021,Озёрная улица
262764320,Озерной переулок
36778063,Окраинная улица
110087292,Окружная улица
31369162,Октябрьская набережная
125889861,Октябрьская улица
239323355,Октябрьский бульвар
61806542,Октябрьский переулок
300547779,Окуловская улица
130534305,Олений мост
208038105,Олонецкая дорожка
100529273,Олонецкая улица
127072981,Ольгина улица
131242665,Ольгинская аллея
183285599,Ольгинская дорога
31379465,Ольгинское шоссе
31403446,Ольховая улица
31402704,Омская улица
208038109,Онежская дорожка
86337703,Онежская улица
22998536,Онежский проезд
31403520,Опочинина улица
174753259,Опытная улица
87413791,Оранжерейная улица
164734903,Ораниенбаумская улица
255301190,Ораниенбаумский проспект
120932094,Ораниенбаумский спуск
46737018,Ораниенбаумское шоссе
22417457,Ординарная улица
284335800,Оренбургская улица
119770299,Ореховая аллея
203382762,Ореховая улица
132760302,Ореховская улица
120253025,Орлово-Денисовский проспект
138282749,Орловская улица
33039489,Орловский переулок
172879404,Оружейная улица
119311671,Осенний переулок
117886320,Осенняя улица
173484558,Осиновая улица
41110461,Осиновый переулок
58755793,Осокина улица
31371821,Остоумова улица
221416312,Остропольский переулок
4459290,Отечественная улица
123071566,Открытию регулярного трамвайного движения в Санкт-Петербурге
76560850,Отрадная улица
37633003,Офицерский мост
145017308,Офицерский переулок
31368009,Охотничий переулок
234301406,Охотничья улица
179414752,Очаковская улица
82449763,Павловская улица
192265936,Павловский проспект
88952919,Павловское шоссе
4457713,Павлоградский переулок
33995161,Павский переулок
125113666,Памяти жертв 9-го января
151669906,Пантелеймоновский мост
31377806,Панфилова улица
179399700,Парадная улица
133482199,Парашютная улица
124929736,Парголовская дорожка
175390686,Парголовская улица
100975668,Парголовский переулок
101485206,Парковая улица
106291447,Парковый переулок
176164853,Парнас
110087057,Парнасная улица
9888732,Парнасский путепровод
35281104,Паровозная улица
71065315,Пароходная улица
4459732,Партизанская улица
31400667,Партизанский переулок
4457734,Парусная улица
23327065,Пашков мост-плотина
181174222,Певческий мост
172894698,Певческий переулок
108636292,Пензенский переулок
172278340,Пеньковая улица
33807713,Пеньковый мост
71065325,Первомайская улица
103125693,Первомайский переулок
35600982,Первомайский проспект
173294997,Переведенская улица
36054856,Перевозная набережная
172285665,Перевозная улица
170827642,Перевозный переулок
259998910,Перекопская улица
160338254,Перекупной переулок
120732149,Перепадская набережная
4462595,переулок Антоненко
137365473,переулок Белозёрки
4457794,переулок Бойцова
147721756,переулок Бринько
138282763,переулок Володарского
108636408,переулок Газа
108636283,переулок Гастелло
228883307,переулок Героев
31375674,переулок Гривцова
230649785,переулок Дегтярёва
4456704,переулок Декабристов
4459723,переулок Джамбула
108636268,переулок Зайцева
81026700,переулок Ильича
68678467,переулок Каховского
71953077,переулок Кваренги
171381379,переулок Красного Курсанта
4455986,переулок Крылова
105197666,переулок Кшесинской
263829902,переулок Лодыгина
52310605,переулок Ломоносова
137889385,переулок Макаренко
99698240,переулок Матвеева
23051083,переулок Матюшенко
31386223,переулок Мичурина
104480256,переулок Мусоргского
178828310,переулок Нестерова
143733246,переулок Никифорова
28822256,переулок Ногина
153027588,переулок Островского
122415648,переулок Павлика Морозова
55364849,переулок Панаева
150466900,переулок Пирогова
126336957,переулок Правды
126261105,переулок Правления
31379916,переулок Радищева
163224643,переулок Рублёвики
31402528,переулок Свободы
71589576,переулок Связи
36054769,переулок Сергея Тюленина
89973795,переулок Серова
161259761,переулок Слепушкина
52410589,переулок Суворовцев
31397678,переулок Талалихина
172605900,переулок Ульяны Громовой
127436504,переулок Усыскина
34201039,переулок Челиева
125079735,переулок Щуппа
61806537,переулок Электриков
126175498,Перинная линия
302687692,Перспективное продолжение наб. Макарова
"226644398,""Перспективное продолжение Суздальского шоссе, магистраль №49"""
172999962,Перспективное продолжение Шкиперского протока
242143392,Перспективный съезд
35567598,Перфильева улица
35130954,Песковский переулок
297477897,Песочная набережная
31403875,Песочная улица
187234148,Песочное шоссе
51112016,Песочный переулок
129007888,Песчаная улица
103207778,Песчаный переулок
35034441,Петербургская улица
43519407,Петербургское шоссе
172113757,Петергофская улица
108636262,Петергофский переулок
156286459,Петергофское шоссе
103263777,Петровская аллея
218269115,Петровская коса
200234118,Петровская набережная
249789304,Петровская площадь
74975070,Петровская улица
95034150,Петровский мост
55389774,Петровский переулок
31398889,Петровский проспект
201779364,Петроградская дорожка
80431271,Петроградская набережная
82406286,Петроградская улица
172756660,Петрозаводская улица
45126119,Петрозаводское шоссе
124929739,Петрокрепостная дорожка
4455443,Петропавловская улица
285948624,Петропавловский мост
132064648,Печорская улица
120718434,Пещерская дорожка
150960221,Пикалов мост
105071506,Пилотная улица
31389195,Пильбашенная аллея
30995949,Пиль-башенный мост
188170900,Пинский переулок
180427852,Пионерская площадь
126390333,Пионерская улица
108636252,Пионерский переулок
221309843,Пироговская набережная
124929743,Пискарёвская дорожка
33551634,Пискарёвский проспект
19841110,Пискарёвский путепровод
155149682,Пихтовая улица
236070076,Планерная улица
122474342,Плановая улица
165025332,Плесецкая улица
123318737,Пловдивская улица
4455686,Плотина Пороховского завода
172113851,площадь Аврова
90497111,площадь Академика Иоффе
107819461,площадь Академика Климова
23546993,площадь Академика Лихачёва
183491313,площадь Академика Сахарова
143868632,площадь Александра Невского
32066397,площадь Балтийских Юнг
31374284,площадь Балтийского вокзала
11980121,площадь Белинского
269845239,площадь Бехтерева
31387754,площадь Братьев Стругацких
37228704,площадь Военных Медиков
143519882,площадь Восстания
31388508,площадь Жертв Революции
159742404,площадь Искусств
30974636,площадь Калинина
42278031,площадь Коммуны
126975333,площадь Конституции
201272492,площадь Кулибина
40841052,площадь Культуры
172323513,площадь Ленина
157681065,площадь Ломоносова
172406228,площадь Льва Мациевича
27451069,площадь Льва Толстого
133197149,площадь Морской Славы
302713390,площадь Московские Ворота
165555866,площадь Мужества
55514787,площадь Обороны
31397287,площадь Островского
142273240,площадь Победы
146426964,площадь Пролетарской Диктатуры
146426974,площадь Растрелли
245795023,площадь Репина
105257740,площадь Свободы
162596301,площадь Сикорского
173076795,площадь Собчака
124651776,площадь Старого Театра
266888531,площадь Стачек
71266927,площадь Стравинского
147142202,площадь Труда
142520010,площадь Тургенева
277950476,площадь Чернышевского
128263181,площадь Шевченко
244401058,Плуталова улица
174325868,Пляжевая улица
103207916,Пляжевый переулок
175020335,Пляжная улица
172346025,Поварской переулок
106291473,Пограничная улица
4456750,Подгорная улица
34240494,Подзорный мост
23327428,Подкапризовая дорога
31372222,Подольская улица
172897206,Подрезова улица
301744899,подъезд к ЖК Черничная Поляна
264573674,Подъездной переулок
172291867,Подьяческий мост
138275964,Поклонногорская улица
39358442,Полевая аллея
172113759,Полевая дорога
203181732,Полевая Сабировская улица
183891505,Полевая улица
299867987,Полевой переулок
255302019,Полигонный переулок
66201734,Полиграфмашевский проезд
86328444,Полисарский переулок
95110923,Политехническая улица
96450674,Полковая улица
172897216,Полозова улица
188748326,Полоцкая улица
31395722,Полтавская улица
121704919,Полтавский проезд
172414335,Полюстровский проспект
41077047,Полянская дорога
89567441,Полянская улица
189447249,Полярная улица
238948032,Понтонная улица
31376947,Понтонный проезд
93591956,Поперечная аллея
118074295,Поперечная дорожка
26308098,Поперечная улица
52531390,Портовая улица
31399060,Посадская улица
123123507,Поселковая улица
117886317,Поселковый мост
60064034,Поселковый переулок
71889965,Потёмкинская улица
235537304,Поцелуев мост
148613728,Почтамтская улица
143736348,Почтамтский мост
146603023,Почтамтский переулок
125758154,Почтовая улица
175875886,Почтовый переулок
31366271,Поэтический бульвар
45543943,Правленская улица
158898058,Пражская улица
287049582,Прачечный мост
143736349,Прачечный переулок
192893482,Предпортовая улица
126563965,Предпортовый переулок
27755519,Предтеченский мост
254028133,Преображенская площадь
40398692,Преображенский переулок
61981985,Престижная улица
223357925,Прибалтийская площадь
53583613,Прибрежная улица
127551644,Привокзальная площадь
173623059,Привокзальная улица
131384935,Привольная улица
87405389,Пригородная улица
31402267,Придорожная аллея
126135990,Прилуговая улица
199744986,Прилукская улица
106291485,Приморская улица
122415647,Приморский переулок
173312175,Приморский проспект
111488411,Приморский путепровод
122493802,Приморское шоссе
279780559,Приневская улица
94727822,Приозёрная улица
234098793,Приозерское шоссе
173087766,Приреченская улица
52497152,Пристанская улица
4462048,Провиантская улица
52410601,Прогонная улица
102964968,Продольная аллея
257972881,Проезд № 1
257972879,Проезд № 2
257972874,Проезд № 3
257972877,Проезд № 4
222476829,Проезд № 5
"297367369,""Проезд на объект ЖК """"Самоцветы"""""""
103530030,Проездной переулок
289855457,проезд через повдворотню
112188744,Проезжая дорожка
273465109,Проектируемая дорога
263405763,Проектируемое продление Рубежной улицы
263405764,Проектируемый проезд
4456953,Прожекторная улица
58755799,Пролетарская улица
173484563,Пролетарский проспект
51782342,Пролётная улица
144550081,Промежуточная улица
174632977,Промышленная улица
